#time X Y Z
2033-01-11_16:11:29 1.2229452814951644E9 3.947459971266007E8 4.275886009581955E9
2033-03-12_20:45:05 1.2482928649520266E9 4.0531443764775026E8 4.2674899304151855E9
2033-05-12_02:18:41 1.2735521369287846E9 4.1587512445569205E8 4.258926119944752E9
2033-07-11_06:52:17 1.2987846509523275E9 4.264296636445528E8 4.250168959596183E9
2033-09-09_11:25:53 1.3239770290928073E9 4.369485060503107E8 4.241241087659349E9
2033-11-08_14:59:29 1.349086123496791E9 4.4746072030389845E8 4.232142962173939E9
2034-01-07_19:33:05 1.374130045754288E9 4.5795014490890145E8 4.222861004582993E9
2034-03-09_00:06:41 1.3991619003300166E9 4.684170587577056E8 4.2133970235944657E9
2034-05-08_05:40:17 1.4241047101916E9 4.7887387161148053E8 4.2037563869230137E9
2034-07-07_10:13:53 1.4490470432950656E9 4.893140882233493E8 4.193925516667257E9
2034-09-05_14:47:29 1.4738734829850974E9 4.997317657534471E8 4.183936616315274E9
2034-11-04_18:21:05 1.4986376649625192E9 5.10128009497155E8 4.1737650779940863E9
2035-01-03_22:54:41 1.5233646612077823E9 5.204927414418516E8 4.1634155572090936E9
2035-03-05_03:28:17 1.5480026191716206E9 5.3084597426174146E8 4.15288957856991E9
2035-05-04_09:01:53 1.572613565345975E9 5.411724932394361E8 4.1421805030457487E9
2035-07-03_13:35:29 1.597137483727196E9 5.514877822259701E8 4.131304285432124E9
2035-09-01_18:09:05 1.6215743091582808E9 5.617707064084113E8 4.120254929574323E9
2035-10-31_21:42:41 1.6459814937458556E9 5.720269355739464E8 4.1090230570141745E9
2035-12-31_02:16:17 1.6702621964523783E9 5.822539075002606E8 4.0976407263809676E9
2036-02-29_06:49:53 1.6944854063409586E9 5.924613671487377E8 4.08607323617663E9
2036-04-29_12:23:29 1.7186737148199518E9 6.026411082321045E8 4.0743250198920245E9
2036-06-28_16:57:05 1.7427627682252982E9 6.12801822059281E8 4.062409069296303E9
2036-08-27_21:30:41 1.7667911602651672E9 6.229248138546106E8 4.0503259672734256E9
2036-10-27_01:04:17 1.790719254941268E9 6.330273483824848E8 4.038083832530526E9
2036-12-26_05:37:53 1.8145436343172948E9 6.430907046820433E8 4.025680857257843E9
2037-02-24_10:11:29 1.838342492463578E9 6.531318537532243E8 4.0130917498419857E9
2037-04-25_15:45:05 1.8620221730040894E9 6.631443261738421E8 4.0003503537904525E9
2037-06-24_20:18:41 1.8856667069797094E9 6.731308616149191E8 3.9874292894532666E9
2037-08-24_00:52:17 1.9091908157188702E9 6.830871093259325E8 3.974362719473506E9
2037-10-23_05:25:53 1.9326217922225888E9 6.930084346323397E8 3.961133819246419E9
2037-12-22_08:59:29 1.9560008223718526E9 7.028981646749225E8 3.9477359923878436E9
2038-02-20_13:33:05 1.9792542097164614E9 7.127545062480509E8 3.9341915387749095E9
2038-04-21_19:06:41 2.0024313303466945E9 7.225829003317634E8 3.920489306882103E9
2038-06-20_23:40:17 2.0255661408010035E9 7.323847413863351E8 3.9066050222673044E9
2038-08-20_04:13:53 2.0485752713449495E9 7.421519806822033E8 3.8925799090880313E9
2038-10-19_08:47:29 2.0715196139513385E9 7.518839549714271E8 3.8783935069384694E9
2038-12-18_12:21:05 2.094354135777813E9 7.61586789540714E8 3.8640619105762634E9
2039-02-16_16:54:41 2.1170751306783624E9 7.71246012347385E8 3.8495854155265746E9
2039-04-17_22:28:17 2.1397515639215791E9 7.808796658941245E8 3.834936443992687E9
2039-06-17_03:01:53 2.1623296345452895E9 7.90488606623078E8 3.82013106312509E9
2039-08-16_07:35:29 2.184823221731168E9 8.000553456164372E8 3.805178860403781E9
2039-10-15_12:09:05 2.2071991086108017E9 8.095878666496334E8 3.79009040115448E9
2039-12-14_15:42:41 2.2294887293685193E9 8.190888263003154E8 3.7748432924357E9
2040-02-12_20:16:17 2.2516920995165024E9 8.28547800943058E8 3.7594497764638367E9
2040-04-13_01:49:53 2.2737883282317214E9 8.379766178846467E8 3.7439099900359845E9
2040-06-12_06:23:29 2.2958403534782414E9 8.473819015611918E8 3.7281934648118634E9
2040-08-11_10:57:05 2.3177513032899666E9 8.567417211187406E8 3.7123627253320136E9
2040-10-10_15:30:41 2.3395725755596356E9 8.660682064973102E8 3.69637667073066E9
2040-12-09_19:04:17 2.361319913306095E9 8.753601032608863E8 3.6802365018474445E9
2041-02-07_23:37:53 2.3829309076572294E9 8.846066549922585E8 3.6639778835103602E9
2041-04-09_05:11:29 2.4044648978692946E9 8.938258260264543E8 3.647555298848714E9
2041-06-08_09:45:05 2.4259374763076673E9 9.030167238368803E8 3.630967847394771E9
2041-08-07_14:18:41 2.447271064450363E9 9.121605101723855E8 3.6142638223194065E9
2041-10-06_18:52:17 2.468540579864485E9 9.212755149588845E8 3.5973946576236825E9
2041-12-05_22:25:53 2.4896807336871905E9 9.3034714702586E8 3.5804063736692147E9
2042-02-04_02:59:29 2.5107065300651374E9 9.393747645743672E8 3.5632839804590373E9
2042-04-05_08:33:05 2.531679135897249E9 9.483795558821484E8 3.545987164228544E9
2042-06-04_13:06:41 2.552532907459734E9 9.573445282129972E8 3.52855769001408E9
2042-08-03_17:40:17 2.573297310373483E9 9.662713163765912E8 3.510983838839625E9
2042-10-02_22:13:53 2.59394411293228E9 9.7515812265393E8 3.493282039020642E9
2042-12-02_01:47:29 2.6144820864374723E9 9.84003310575236E8 3.475443273351365E9
2043-01-31_06:21:05 2.6349337064447813E9 9.928131391441098E8 3.457452144253872E9
2043-04-01_11:54:41 2.655266940235255E9 1.0015812848905607E9 3.4393345872579165E9
2043-05-31_16:28:17 2.6755088600798864E9 1.0103156222149236E9 3.4210638471118164E9
2043-07-30_21:01:53 2.695662793096839E9 1.019015062083538E9 3.402642649185933E9
