HIP45101	3.96	137.81986611	-62.31701587	
HIP95347	3.96	290.97146411	-40.61564629	
HIP95241	3.96	290.65952718	-44.45891013	
HIP19343	3.96	062.16530527	+47.71259359	
HIP99848	3.96	303.86799270	+47.71420530	
HIP28328	3.96	089.78662719	-42.81510761	
HIP44248	3.96	135.16146765	+41.78344401	
HIP115438	3.96	350.74292280	-20.10034505	
HIP98495	3.97	300.14747226	-72.91018443	
HIP42515	3.97	130.02556894	-35.30830091	
HIP77634	3.97	237.73975730	-33.62710488	
HIP112440	3.97	341.63267663	+23.56567939	
HIP59449	3.97	182.91313090	-52.36841559	
HIP110997	3.97	337.31730866	-43.49555433	
HIP27673	3.97	087.87246934	+39.14847936	
HIP20535	3.97	066.00902233	-34.01698632	
HIP35228	3.97	109.20762844	-67.95717248	
HIP18614	3.98	059.74124892	+35.79102701	
HIP106481	3.98	323.49530361	+45.59206564	
HIP114996	3.99	349.35755018	-58.23592762	
HIP9347	3.99	030.00093670	-21.07777193	
HIP65477	3.99	201.30589832	+54.98799884	Alcor
HIP29651	3.99	093.71390194	-06.27472737	
HIP50954	3.99	156.09891874	-74.03154474	
HIP79374	4.00	242.99891879	-19.46064684	
HIP44382	4.00	135.61166181	-66.39584369	
HIP55642	4.00	170.98070334	+10.52969772	
HIP101076	4.01	307.34887900	+30.36855661	
HIP34088	4.01	106.02723079	+20.57029939	
HIP91792	4.01	280.75889095	-71.42772867	
HIP80000	4.01	244.96069832	-50.15537923	
HIP78527	4.01	240.47376560	+58.56443739	
HIP71865	4.01	220.49005323	-37.79342394	
HIP22109	4.01	071.37558764	-03.25462465	
HIP35037	4.01	108.70275679	-26.77268601	
HIP8068	4.01	025.91506370	+50.68876550	
HIP43409	4.02	132.63338051	-27.71005869	
HIP93244	4.02	284.90578844	+15.06847757	
HIP93429	4.02	285.42017236	-05.73901832	
HIP59199	4.02	182.10313607	-24.72877993	
HIP23522	4.03	075.85457200	+60.44228144	
HIP101421	4.03	308.30318657	+11.30333217	
HIP63003	4.03	193.64857337	-57.17789116	
HIP88601	4.03	271.36338682	+02.50243928	
HIP118268	4.03	359.82750994	+06.86359373	
HIP43103	4.03	131.67430955	+28.76000509	
HIP10670	4.03	034.32848216	+33.84732099	
HIP111497	4.04	338.83887054	-00.11736123	
HIP70497	4.04	216.30008064	+51.85171354	
HIP57380	4.04	176.46487734	+06.52981394	
HIP19587	4.04	062.96638834	-06.83777870	
HIP40702	4.05	124.63027850	-76.91998251	
HIP55434	4.05	170.28436733	+06.02935289	
HIP71536	4.05	219.47187965	-49.42575765	
HIP67459	4.05	207.36957439	+15.79780583	
HIP70090	4.05	215.13949709	-37.88526711	
HIP42884	4.05	131.09985828	-42.64932331	
HIP112716	4.05	342.39795761	-13.59253756	
HIP14632	4.05	047.26201363	+49.61350009	
HIP60009	4.06	184.60955300	-64.00304555	
HIP83153	4.06	254.89602773	-53.16049005	
HIP22957	4.06	074.09300449	+13.51457755	
HIP36962	4.06	113.98071783	+26.89600343	
HIP72010	4.06	220.91451458	-35.17322549	
HIP55705	4.06	171.22076335	-17.68401748	
HIP59929	4.06	184.39431802	-67.96067161	
HIP74117	4.07	227.21095653	-45.27979406	
HIP69701	4.07	214.00368717	-05.99952622	
HIP110991	4.07	337.29269975	+58.41518990	
HIP74824	4.07	229.37900090	-58.80087882	
HIP53740	4.08	164.94478664	-18.29909723	
HIP33160	4.08	103.54783633	-12.03859273	
HIP11001	4.08	035.43759585	-68.65942390	
HIP46974	4.08	143.61109601	-59.22976797	
HIP3693	4.08	011.83495908	+24.26737703	
HIP105502	4.08	320.52139118	+19.80435581	
HIP12387	4.08	039.87061789	+00.32851680	
HIP104139	4.08	316.48658082	-17.23271095	
HIP92862	4.08	283.83368820	+43.94589260	
HIP14146	4.08	045.59830468	-23.62433613	
HIP26366	4.09	084.22637775	+09.29141200	
HIP77450	4.09	237.18503586	+18.14177930	
HIP12777	4.10	041.04869991	+49.22866639	
